sale_id,customer_id,sale_date,amount
153,579,1/8/2025 15:11:00,"$329,816.00"
154,580,1/12/2025 12:31:00,"$386,423.00"
155,581,1/15/2025 17:20:00,"$507,407.00"
156,586,1/9/2025 16:26:00,"$468,360.00"
157,596,1/7/2025 16:16:00,"$326,179.00"
158,602,1/9/2025 10:41:00,"$396,548.00"
159,604,1/10/2025 19:52:00,"$362,639.00"
160,606,1/12/2025 13:16:00,"$412,592.00"
161,607,1/15/2025 16:00:00,"$492,363.00"
162,611,1/9/2025 14:32:00,"$351,463.00"
163,612,1/12/2025 12:11:00,"$521,444.00"
164,615,1/7/2025 12:58:00,"$449,373.00"
165,618,1/8/2025 10:06:00,"$348,808.00"
166,619,1/12/2025 20:33:00,"$412,381.00"
167,621,1/6/2025 16:31:00,"$405,750.00"
168,622,1/14/2025 11:51:00,"$306,801.00"
169,625,1/12/2025 12:09:00,"$223,332.00"
170,629,1/11/2025 13:08:00,"$325,873.00"
171,632,1/11/2025 9:00:00,"$399,837.00"
172,640,1/9/2025 12:53:00,"$464,798.00"
173,647,1/14/2025 20:50:00,"$237,890.00"
174,649,1/8/2025 16:10:00,"$223,842.00"
175,651,1/12/2025 15:10:00,"$394,047.00"
176,653,1/13/2025 11:31:00,"$274,525.00"
177,658,1/6/2025 11:25:00,"$281,575.00"
178,674,1/10/2025 8:03:00,"$369,905.00"
179,677,1/5/2025 14:53:00,"$229,505.00"
180,679,1/16/2025 8:56:00,"$299,016.00"
181,680,1/20/2025 10:33:00,"$295,379.00"
182,689,1/8/2025 13:28:00,"$228,448.00"
183,692,1/13/2025 0:53:00,"$446,136.00"
184,694,1/9/2025 17:08:00,"$407,038.00"
185,700,1/16/2025 20:29:00,"$349,551.00"
186,707,1/12/2025 13:11:00,"$428,225.00"
187,709,1/12/2025 10:37:00,"$294,913.00"
188,714,1/15/2025 12:47:00,"$369,357.00"
189,715,1/14/2025 12:41:00,"$432,529.00"
190,718,1/11/2025 15:53:00,"$282,444.00"
191,721,1/8/2025 11:57:00,"$314,032.00"
192,722,1/6/2025 20:58:00,"$489,646.00"
193,728,1/8/2025 15:14:00,"$327,816.00"
194,729,1/8/2025 12:07:00,"$242,016.00"
195,731,1/9/2025 16:00:00,"$393,446.00"
196,736,1/13/2025 13:54:00,"$428,228.00"
197,740,1/9/2025 16:14:00,"$447,481.00"
198,741,1/9/2025 12:30:00,"$508,039.00"
199,742,1/16/2025 20:53:00,"$254,432.00"
200,744,1/7/2025 5:54:00,"$237,721.00"
201,746,1/14/2025 15:52:00,"$390,528.00"
202,748,1/8/2025 10:01:00,"$236,330.00"
203,749,1/16/2025 17:40:00,"$247,085.00"
204,753,1/11/2025 5:26:00,"$520,233.00"
205,764,1/11/2025 16:00:00,"$282,060.00"
206,765,1/14/2025 10:07:00,"$267,190.00"
207,766,1/9/2025 13:08:00,"$279,880.00"
208,769,1/15/2025 15:37:00,"$344,985.00"
209,772,1/7/2025 21:37:00,"$237,373.00"
210,773,1/7/2025 17:43:00,"$242,279.00"
211,774,1/13/2025 10:01:00,"$356,306.00"
212,777,1/18/2025 13:00:00,"$329,491.00"
213,779,1/15/2025 12:51:00,"$309,572.00"
214,785,1/8/2025 9:53:00,"$494,314.00"
215,788,1/16/2025 15:28:00,"$272,801.00"
216,789,1/14/2025 18:21:00,"$267,646.00"
217,794,1/15/2025 13:55:00,"$362,451.00"
218,795,1/14/2025 12:36:00,"$468,056.00"
219,797,1/11/2025 17:14:00,"$274,768.00"
220,798,1/21/2025 16:22:00,"$283,251.00"
221,803,1/16/2025 17:14:00,"$368,143.00"
222,810,1/6/2025 21:23:00,"$247,483.00"
223,813,1/12/2025 15:47:00,"$310,548.00"
224,814,1/9/2025 10:32:00,"$241,077.00"
225,821,1/16/2025 22:36:00,"$408,515.00"
226,832,1/9/2025 10:57:00,"$274,911.00"
227,841,1/11/2025 9:12:00,"$400,262.00"
228,851,1/20/2025 11:06:00,"$521,362.00"
229,856,1/7/2025 3:32:00,"$253,698.00"
230,860,1/9/2025 14:36:00,"$366,977.00"
231,865,1/14/2025 16:26:00,"$481,913.00"
232,869,1/18/2025 11:17:00,"$384,667.00"
233,873,1/11/2025 9:51:00,"$428,345.00"
234,887,1/16/2025 11:41:00,"$510,565.00"
235,889,1/15/2025 11:16:00,"$393,473.00"
236,904,1/14/2025 19:07:00,"$277,023.00"
237,905,1/13/2025 14:17:00,"$296,520.00"
238,908,1/16/2025 6:32:00,"$235,089.00"
239,913,1/17/2025 2:22:00,"$409,926.00"
240,920,1/14/2025 11:19:00,"$369,282.00"
241,921,1/8/2025 15:29:00,"$462,234.00"
242,925,1/14/2025 14:00:00,"$483,546.00"
243,927,1/16/2025 11:17:00,"$391,246.00"
244,933,1/11/2025 9:19:00,"$224,405.00"
245,939,1/13/2025 10:07:00,"$379,287.00"
246,940,1/9/2025 14:17:00,"$403,734.00"
247,941,1/9/2025 10:07:00,"$291,036.00"
248,947,1/11/2025 13:18:00,"$364,851.00"
249,948,1/14/2025 12:12:00,"$254,527.00"
250,955,1/20/2025 14:30:00,"$316,455.00"
251,956,1/11/2025 13:45:00,"$301,794.00"
252,957,1/11/2025 17:10:00,"$448,690.00"
253,958,1/14/2025 12:25:00,"$514,206.00"
254,959,1/15/2025 10:02:00,"$288,743.00"
255,960,1/7/2025 15:16:00,"$276,596.00"
256,964,1/14/2025 12:17:00,"$490,993.00"
257,973,1/14/2025 8:21:00,"$403,284.00"
258,974,1/10/2025 5:32:00,"$270,471.00"
259,976,1/14/2025 9:35:00,"$287,482.00"
260,980,1/9/2025 12:54:00,"$228,560.00"
261,982,1/8/2025 23:49:00,"$311,653.00"
262,983,1/19/2025 11:35:00,"$467,924.00"
263,987,1/15/2025 15:05:00,"$283,784.00"
264,989,1/12/2025 9:49:00,"$369,157.00"
265,995,1/16/2025 17:53:00,"$447,390.00"
266,1005,1/8/2025 6:15:00,"$339,666.00"
267,1010,1/16/2025 11:13:00,"$223,711.00"
268,1013,1/17/2025 0:53:00,"$404,406.00"
269,1016,1/8/2025 13:16:00,"$424,842.00"
270,1017,1/16/2025 16:02:00,"$298,660.00"
271,1022,1/12/2025 13:24:00,"$393,680.00"
272,1026,1/16/2025 10:37:00,"$501,051.00"
273,1030,1/11/2025 23:40:00,"$423,514.00"
274,1031,1/12/2025 11:32:00,"$506,734.00"
275,1033,1/18/2025 12:20:00,"$505,943.00"
276,1042,1/12/2025 13:45:00,"$224,020.00"
277,1044,1/7/2025 16:13:00,"$367,518.00"
278,1052,1/12/2025 10:29:00,"$266,333.00"
279,1057,1/19/2025 11:41:00,"$457,072.00"
280,1058,1/18/2025 11:50:00,"$412,205.00"
281,1062,1/11/2025 8:22:00,"$396,720.00"
282,1065,1/16/2025 13:16:00,"$361,669.00"
283,1068,1/18/2025 19:20:00,"$520,628.00"
284,1072,1/18/2025 5:57:00,"$467,121.00"
285,1073,1/12/2025 8:21:00,"$409,571.00"
286,1077,1/11/2025 14:53:00,"$283,294.00"
287,1078,1/16/2025 14:18:00,"$301,477.00"
288,1083,1/11/2025 12:44:00,"$384,888.00"
289,1099,1/20/2025 10:31:00,"$453,796.00"
290,1115,1/12/2025 11:12:00,"$436,576.00"
291,1116,1/17/2025 0:37:00,"$448,261.00"
292,1117,1/22/2025 9:09:00,"$351,091.00"
293,1118,1/12/2025 17:09:00,"$275,886.00"
294,1123,1/9/2025 9:04:00,"$421,020.00"
295,1127,1/16/2025 8:53:00,"$234,674.00"
296,1129,1/11/2025 15:13:00,"$283,722.00"
297,1131,1/15/2025 16:51:00,"$229,729.00"
298,1134,1/17/2025 15:09:00,"$225,370.00"
299,1136,1/11/2025 19:21:00,"$465,940.00"
300,1141,1/8/2025 12:04:00,"$223,957.00"
301,1142,1/12/2025 17:07:00,"$224,292.00"
302,1148,1/15/2025 20:31:00,"$361,691.00"
303,1150,1/15/2025 17:20:00,"$297,802.00"
304,1151,1/9/2025 13:24:00,"$326,816.00"
305,1154,1/11/2025 15:57:00,"$270,198.00"
306,1163,1/15/2025 9:35:00,"$292,579.00"
307,1166,1/15/2025 10:42:00,"$242,173.00"
308,1169,1/10/2025 4:46:00,"$227,678.00"
309,1172,1/18/2025 11:37:00,"$471,830.00"
310,1173,1/12/2025 10:11:00,"$355,135.00"
311,1174,1/15/2025 8:37:00,"$415,614.00"
312,1177,1/11/2025 19:51:00,"$320,214.00"
313,1179,1/10/2025 16:55:00,"$440,315.00"
314,1181,1/12/2025 15:25:00,"$306,419.00"
315,1188,1/12/2025 16:45:00,"$265,908.00"
316,1200,1/22/2025 16:41:00,"$255,469.00"
317,1201,1/13/2025 13:33:00,"$304,967.00"
318,1204,1/15/2025 0:31:00,"$403,906.00"
319,1210,1/20/2025 15:49:00,"$473,897.00"
320,1213,1/20/2025 9:28:00,"$411,121.00"
321,1215,1/15/2025 19:40:00,"$360,279.00"
322,1217,1/10/2025 11:13:00,"$286,838.00"
323,1221,1/15/2025 15:45:00,"$461,277.00"
324,1243,1/13/2025 9:19:00,"$301,936.00"
325,1245,1/14/2025 15:41:00,"$517,745.00"
326,1246,1/16/2025 16:47:00,"$447,297.00"
327,1253,1/11/2025 12:54:00,"$426,809.00"
328,1259,1/14/2025 17:34:00,"$314,793.00"
329,1286,1/13/2025 3:25:00,"$278,250.00"
330,1289,1/19/2025 14:24:00,"$412,466.00"
331,1293,1/18/2025 8:35:00,"$385,813.00"
332,1296,1/20/2025 16:55:00,"$225,469.00"
333,1306,1/14/2025 9:22:00,"$300,125.00"
334,1307,1/19/2025 11:10:00,"$466,634.00"
335,1312,1/18/2025 12:19:00,"$323,668.00"
336,1319,1/15/2025 13:32:00,"$241,402.00"
337,1320,1/14/2025 8:02:00,"$289,071.00"
338,1321,1/16/2025 14:18:00,"$362,464.00"
339,1323,1/13/2025 15:28:00,"$339,648.00"
340,1330,1/19/2025 15:25:00,"$436,696.00"
341,1337,1/13/2025 14:42:00,"$300,478.00"
342,1338,1/20/2025 14:38:00,"$460,676.00"
343,1343,1/11/2025 14:25:00,"$429,215.00"
344,1344,1/18/2025 13:15:00,"$317,746.00"
345,1351,1/12/2025 19:42:00,"$370,763.00"
346,1353,1/15/2025 19:35:00,"$521,847.00"
347,1359,1/16/2025 14:11:00,"$312,458.00"
348,1365,1/14/2025 9:44:00,"$514,845.00"
349,1367,1/14/2025 9:20:00,"$280,363.00"
350,1369,1/14/2025 0:08:00,"$366,217.00"
351,1370,1/12/2025 15:02:00,"$292,402.00"
352,1371,1/16/2025 20:33:00,"$387,272.00"
353,1372,1/14/2025 13:45:00,"$332,745.00"
354,1379,1/16/2025 1:17:00,"$246,615.00"
355,1387,1/16/2025 10:05:00,"$509,531.00"
356,1390,1/18/2025 2:36:00,"$305,029.00"
357,1393,1/13/2025 19:42:00,"$274,246.00"
358,1398,1/16/2025 11:57:00,"$430,867.00"
359,1400,1/12/2025 13:55:00,"$330,507.00"
360,1401,1/12/2025 9:35:00,"$413,331.00"
361,1403,1/16/2025 15:44:00,"$516,625.00"
362,1408,1/14/2025 12:04:00,"$261,384.00"
363,1411,1/25/2025 16:31:00,"$310,075.00"
364,1419,1/14/2025 13:18:00,"$331,552.00"
365,1423,1/13/2025 12:09:00,"$302,740.00"
366,1424,1/18/2025 20:19:00,"$294,524.00"
367,1427,1/15/2025 13:00:00,"$367,895.00"
368,1428,1/22/2025 7:39:00,"$496,396.00"
369,1433,1/11/2025 11:01:00,"$447,920.00"
370,1440,1/22/2025 16:50:00,"$501,923.00"
371,1442,1/13/2025 19:48:00,"$454,692.00"
372,1445,1/21/2025 3:39:00,"$359,955.00"
373,1449,1/22/2025 22:57:00,"$276,830.00"
374,1454,1/14/2025 16:51:00,"$510,251.00"
375,1456,1/12/2025 18:03:00,"$397,496.00"
376,1457,1/16/2025 16:45:00,"$500,387.00"
377,1460,1/11/2025 12:11:00,"$343,553.00"
378,1463,1/23/2025 12:31:00,"$301,281.00"
379,1467,1/11/2025 16:52:00,"$344,840.00"
380,1469,1/15/2025 9:53:00,"$276,878.00"
381,1479,1/18/2025 13:56:00,"$434,409.00"
382,1482,1/14/2025 17:41:00,"$257,793.00"
383,1489,1/19/2025 10:55:00,"$434,207.00"
384,1490,1/13/2025 11:12:00,"$238,182.00"
385,1492,1/14/2025 17:51:00,"$337,037.00"
386,1497,1/26/2025 12:15:00,"$249,669.00"
387,1505,1/19/2025 9:58:00,"$227,018.00"
388,1506,1/14/2025 13:20:00,"$378,048.00"
389,1511,1/19/2025 15:39:00,"$485,449.00"
390,1519,1/19/2025 16:06:00,"$320,360.00"
391,1520,1/19/2025 6:24:00,"$262,899.00"
392,1521,1/14/2025 9:29:00,"$513,922.00"
393,1528,1/18/2025 16:26:00,"$411,209.00"
394,1531,1/13/2025 13:04:00,"$468,729.00"
395,1536,1/21/2025 12:57:00,"$375,058.00"
396,1553,1/12/2025 12:25:00,"$504,513.00"
397,1561,1/11/2025 10:36:00,"$224,175.00"
398,1562,1/18/2025 14:06:00,"$430,390.00"
399,1563,1/15/2025 13:41:00,"$500,649.00"
400,1567,1/23/2025 0:36:00,"$521,781.00"
401,1573,1/20/2025 11:32:00,"$282,216.00"
402,1576,1/12/2025 23:34:00,"$272,867.00"
403,1577,1/18/2025 18:54:00,"$467,946.00"
404,1589,1/14/2025 11:26:00,"$397,044.00"
405,1593,1/21/2025 6:13:00,"$290,051.00"
406,1595,1/18/2025 15:18:00,"$295,171.00"
407,1600,1/25/2025 13:30:00,"$519,262.00"
408,1603,1/17/2025 2:01:00,"$497,964.00"
409,1607,1/21/2025 14:23:00,"$334,503.00"
410,1615,1/15/2025 15:12:00,"$446,759.00"
411,1617,1/18/2025 9:18:00,"$278,950.00"
412,1622,1/12/2025 21:31:00,"$375,128.00"
413,1623,1/15/2025 12:13:00,"$509,465.00"
414,1624,1/15/2025 17:45:00,"$416,752.00"
415,1628,1/18/2025 10:05:00,"$508,281.00"
416,1632,1/19/2025 19:59:00,"$302,649.00"
417,1635,1/21/2025 14:26:00,"$231,051.00"
418,1637,1/20/2025 11:06:00,"$236,459.00"
419,1645,1/21/2025 17:13:00,"$494,796.00"
420,1646,1/15/2025 12:29:00,"$397,657.00"
421,1651,1/21/2025 0:30:00,"$442,178.00"
422,1652,1/12/2025 12:59:00,"$338,550.00"
423,1653,1/21/2025 16:35:00,"$274,012.00"
424,1659,1/13/2025 11:59:00,"$407,194.00"
425,1663,1/16/2025 12:16:00,"$385,295.00"
426,1666,1/12/2025 11:02:00,"$452,686.00"
427,1668,1/11/2025 13:04:00,"$359,250.00"
428,1669,1/19/2025 15:12:00,"$280,618.00"
429,1670,1/16/2025 14:43:00,"$359,558.00"
430,1674,1/20/2025 14:11:00,"$509,620.00"
431,1679,1/13/2025 16:54:00,"$306,750.00"
432,1680,1/23/2025 10:08:00,"$387,019.00"
433,1682,1/19/2025 8:33:00,"$471,034.00"
434,1683,1/18/2025 15:40:00,"$472,697.00"
435,1684,1/15/2025 16:33:00,"$452,975.00"
436,1685,1/19/2025 22:04:00,"$431,834.00"
437,1686,1/20/2025 12:49:00,"$500,705.00"
438,1687,1/20/2025 6:40:00,"$242,082.00"
439,1689,1/19/2025 9:47:00,"$343,899.00"
440,1693,1/26/2025 14:38:00,"$340,829.00"
441,1694,1/18/2025 8:35:00,"$404,627.00"
442,1697,1/12/2025 18:55:00,"$427,803.00"
443,1698,1/15/2025 15:24:00,"$377,610.00"
444,1707,1/15/2025 13:40:00,"$406,037.00"
445,1708,1/23/2025 4:39:00,"$231,847.00"
446,1709,1/18/2025 7:29:00,"$237,447.00"
447,1710,1/16/2025 14:30:00,"$432,025.00"
448,1712,1/14/2025 22:48:00,"$339,322.00"
449,1713,1/14/2025 11:24:00,"$414,473.00"
450,1714,1/21/2025 21:14:00,"$304,507.00"
451,1724,1/13/2025 10:46:00,"$447,225.00"
452,1729,1/21/2025 12:09:00,"$228,803.00"
453,1730,1/16/2025 9:35:00,"$461,248.00"
454,1731,1/14/2025 12:11:00,"$411,122.00"
455,1736,1/20/2025 13:53:00,"$374,939.00"
456,1740,1/21/2025 14:40:00,"$412,593.00"
457,1743,1/18/2025 15:23:00,"$282,992.00"
458,1744,1/22/2025 9:42:00,"$471,643.00"
459,1748,1/18/2025 14:09:00,"$225,690.00"
460,1756,1/26/2025 16:22:00,"$380,029.00"
461,1759,1/15/2025 16:01:00,"$350,914.00"
462,1762,1/16/2025 13:56:00,"$454,102.00"
463,1764,1/22/2025 9:44:00,"$261,996.00"
464,1765,1/18/2025 15:08:00,"$312,264.00"
465,1767,1/18/2025 14:51:00,"$490,831.00"
466,1768,1/12/2025 11:54:00,"$292,246.00"
467,1777,1/19/2025 14:22:00,"$269,408.00"
468,1779,1/15/2025 16:52:00,"$362,644.00"
469,1780,1/15/2025 10:14:00,"$265,787.00"
470,1784,1/18/2025 10:14:00,"$396,890.00"
471,1786,1/24/2025 18:55:00,"$353,040.00"
472,1790,1/15/2025 14:08:00,"$352,226.00"
473,1792,1/20/2025 12:46:00,"$354,719.00"
474,1793,1/25/2025 17:44:00,"$419,670.00"
475,1795,1/15/2025 16:34:00,"$437,556.00"
476,1796,1/20/2025 12:23:00,"$300,706.00"
477,1799,1/23/2025 14:32:00,"$488,121.00"
478,1800,1/16/2025 14:38:00,"$494,635.00"
479,1802,1/23/2025 11:43:00,"$414,209.00"
480,1805,1/21/2025 11:11:00,"$506,534.00"
481,1812,1/20/2025 10:51:00,"$374,567.00"
482,1820,1/19/2025 16:13:00,"$223,007.00"
483,1822,1/18/2025 9:01:00,"$491,445.00"
484,1825,1/25/2025 17:43:00,"$280,835.00"
485,1830,1/15/2025 15:29:00,"$335,406.00"
486,1831,1/12/2025 16:32:00,"$379,955.00"
487,1843,1/26/2025 17:07:00,"$225,751.00"
488,1844,1/24/2025 18:10:00,"$330,653.00"
489,1847,1/21/2025 9:32:00,"$353,573.00"
490,1852,1/18/2025 17:55:00,"$414,074.00"
491,1856,1/16/2025 15:56:00,"$452,459.00"
492,1859,1/15/2025 17:11:00,"$273,152.00"
493,1862,1/21/2025 10:29:00,"$423,200.00"
494,1865,1/22/2025 10:02:00,"$463,809.00"
495,1872,1/23/2025 10:33:00,"$318,816.00"
496,1875,1/21/2025 14:36:00,"$459,486.00"
497,1878,1/15/2025 11:16:00,"$270,849.00"
498,1883,1/13/2025 12:34:00,"$428,463.00"
499,1895,1/23/2025 16:54:00,"$230,583.00"
500,1899,1/23/2025 17:57:00,"$247,012.00"
501,1907,1/23/2025 15:29:00,"$496,058.00"
502,1911,1/18/2025 13:33:00,"$223,623.00"
503,1912,1/15/2025 9:35:00,"$254,649.00"
504,1914,1/14/2025 11:12:00,"$269,151.00"
505,1916,1/15/2025 14:54:00,"$400,956.00"
506,1920,1/22/2025 13:32:00,"$501,025.00"
507,1923,1/20/2025 11:24:00,"$319,051.00"
508,1924,1/18/2025 14:53:00,"$358,229.00"
509,1930,1/25/2025 9:08:00,"$405,509.00"
510,1932,1/22/2025 11:44:00,"$223,625.00"
511,1933,1/21/2025 3:34:00,"$502,511.00"
512,1934,1/23/2025 11:00:00,"$518,031.00"
513,1936,1/16/2025 5:50:00,"$507,767.00"
514,1938,1/15/2025 11:06:00,"$499,917.00"
515,1939,1/22/2025 13:39:00,"$424,962.00"
516,1940,1/20/2025 12:48:00,"$319,774.00"
517,1950,1/14/2025 1:59:00,"$385,045.00"
518,1963,1/19/2025 17:35:00,"$270,705.00"
519,1966,1/19/2025 12:08:00,"$356,368.00"
520,1967,1/16/2025 14:47:00,"$280,740.00"
521,1978,1/17/2025 20:47:00,"$499,940.00"
522,1979,1/21/2025 14:43:00,"$341,106.00"
523,1982,1/26/2025 17:11:00,"$399,510.00"
524,1987,1/22/2025 9:52:00,"$472,907.00"
525,1990,1/22/2025 1:00:00,"$364,703.00"
526,1995,1/27/2025 15:27:00,"$423,129.00"
527,1997,1/15/2025 15:24:00,"$240,712.00"
